RouteName;Direction;TFLSequence;BusStopCode;FirstLast
649;2;4;58433;
D3;2;20;58467;
395;2;17;50707;
134;2;57;51825;
627;2;21;74538;
157;2;63;55433;
E10;1;8;50362;
N86;1;35;73798;
74;1;23;75622;
412;1;8;73148;
73;1;16;59287;
161;1;40;55159;
214;2;12;53976;
N63;2;51;76340;
277;1;33;72886;
N1;2;14;55426;
638;2;74;53499;
P13;1;23;76194;
90;2;14;57321;
265;1;50;55991;
452;2;4;72519;
59;2;30;71414;
267;1;33;75607;
133;1;22;72275;
N13;2;47;51907;
50;1;4;56544;
125;1;14;77084;
41;1;10;53240;
295;2;6;54182;
418;1;13;59473;
269;1;36;76533;
N35;2;17;74906;
450;1;39;74228;
352;2;11;72200;
191;1;9;49070;
180;1;30;48994;
486;2;20;73930;
432;1;11;56165;
157;1;16;73879;
261;1;40;53032;LAST
W6;2;2;58485;
678;2;4;71469;
355;1;34;74031;
N86;1;36;73782;
75;1;43;56294;
5;1;16;72825;
83;1;25;49502;
341;1;1;52477;FIRST
363;1;15;72231;
179;2;25;49880;
354;1;9;47439;
161;1;9;53691;
N136;1;52;72722;
265;1;15;55629;
356;2;40;55112;
418;1;31;75573;
611;2;7;58513;
76;2;10;53477;
320;1;1;58706;FIRST
168;1;14;51298;
53;2;4;47604;
259;1;11;54048;
22;2;15;54613;
658;1;4;76435;
N7;2;62;74180;
4;2;48;51379;
359;2;8;55870;
229;1;48;74151;
206;1;17;74181;
45;1;18;71853;
100;1;18;47908;
154;2;5;73668;
R7;2;26;56284;LAST
123;2;40;49824;
102;1;37;77350;
294;2;26;74479;
N11;2;65;55310;
P4;1;14;75184;
410;2;3;55079;
69;2;33;74093;
149;2;15;48554;
56;1;35;71360;
632;2;28;50328;
W19;1;20;50349;
228;2;22;75090;
11;2;4;72432;
137;1;2;54038;
N279;1;42;75366;
N63;1;47;59385;
H25;1;26;74500;
199;2;16;54128;
N381;2;9;57276;
N279;2;67;74724;
167;1;12;49768;
109;2;30;59091;
656;1;10;73593;
232;2;12;57137;
104;2;5;57041;
245;2;8;57232;
126;2;33;91333;LAST
381;2;31;56398;
1;1;22;49013;
60;2;28;58244;
463;2;30;59195;
92;2;18;71648;
336;2;49;50017;LAST
440;1;9;58507;
404;1;11;48017;
205;1;41;54248;
432;1;29;49901;
99;2;4;76956;
309;1;25;48822;
407;1;57;55631;
671;2;26;48118;
57;1;50;73818;
232;2;41;47145;
211;2;26;49072;
148;1;9;49298;
234;1;13;56926;
N68;2;3;54321;
G1;1;15;49184;
6;1;3;58926;
109;2;8;71495;
349;2;10;52285;
54;1;36;71474;
288;2;18;76616;
276;2;28;54220;
H22;1;4;59102;
436;1;23;59378;
165;2;3;77063;
375;2;25;56758;
117;1;10;56796;
167;1;48;53703;
136;2;2;53201;
U1;1;26;55848;
92;2;25;71772;
639;1;3;77254;
237;2;5;74441;
N137;1;17;75555;
N28;1;1;76202;FIRST
294;1;44;54605;
132;1;33;54972;
89;1;39;77971;
54;1;30;58152;
387;2;15;77475;
N9;1;6;91573;
266;1;3;50546;
208;2;22;49632;
177;2;40;56482;
221;2;33;48477;
C11;2;31;52779;
E2;1;17;56857;
175;2;8;72277;
679;2;28;51645;
R70;2;11;51117;
349;1;2;54694;
94;2;34;58507;
165;1;5;47576;
185;1;28;50315;
106;2;16;71791;
124;1;43;54729;
197;2;2;49565;
D6;2;28;51904;
N5;1;60;73135;
161;1;31;50775;
161;2;8;52326;
121;2;2;58804;
463;2;10;47572;
C11;1;35;71230;
188;2;17;72350;
156;2;1;49660;FIRST
S4;2;29;76978;
453;2;35;74439;
N35;1;35;75057;
R3;2;20;77693;
403;1;21;57662;
232;1;32;48025;
624;2;16;73960;
177;1;17;76734;
N55;1;17;49808;
452;2;25;56541;
678;1;31;57919;LAST
N11;2;66;49971;
231;1;22;47527;
86;1;3;50864;
33;2;13;47935;
R4;1;21;52118;
EL2;1;21;76525;
492;2;54;51441;
X68;2;9;47772;
350;2;24;59402;
687;1;22;73363;
N87;2;12;72761;
612;1;33;77725;LAST
282;1;47;54608;
258;2;14;47817;
418;2;28;75957;
N551;1;24;77343;
339;2;20;72572;
195;1;29;48941;
98;2;5;55563;
N97;2;9;57002;
341;2;30;71458;
C2;2;4;56743;
427;1;11;53693;
401;1;25;50474;
273;2;1;51900;FIRST
634;1;18;48688;
18;1;30;52804;
390;2;28;48081;
63;1;24;49429;
N2;2;26;48483;
460;1;16;56300;
696;2;28;71325;
188;2;6;55244;
89;1;46;50297;
50;1;14;72484;
293;1;4;72815;
212;1;13;58963;
434;2;21;49580;
279;1;45;72832;
405;2;19;75719;
440;1;33;57101;
12;1;19;73560;
359;1;18;72322;
143;2;18;77931;
658;1;6;55450;
N11;1;12;57584;
470;1;23;50556;
436;2;28;54061;
487;2;3;73392;
146;2;15;54850;
4;2;46;76751;
224;2;29;76809;
282;1;24;76497;
N28;1;44;76311;
86;2;4;76283;
91;2;9;51581;
263;2;24;52628;
N109;2;12;56455;
653;1;16;72574;
185;1;7;57543;
632;2;8;52855;
67;1;40;51764;
61;1;18;49769;
N91;1;52;49635;
368;1;23;73318;
167;1;36;57835;
612;2;14;48698;
132;1;4;76374;
R3;2;15;52742;
360;2;1;52994;FIRST
398;1;12;73290;
387;1;1;55468;FIRST
222;1;6;51777;
62;2;19;71651;
27;2;14;48989;
254;2;30;52375;
214;1;4;74303;
427;1;10;55651;
236;1;22;51937;
156;1;23;73914;
R11;2;19;76976;
422;2;10;58381;
66;2;6;52863;
H13;1;1;71941;FIRST
679;2;26;74367;
D3;1;19;53452;
K1;1;35;72445;
669;2;1;76817;FIRST
602;2;42;47906;
N35;1;17;71881;
316;2;9;52932;
R1;1;27;71070;
152;2;9;59558;
286;2;47;56312;LAST
44;1;9;56068;
145;1;54;58443;
N35;2;24;52222;
158;1;35;72459;
139;2;10;50997;
T31;2;8;55576;
257;2;20;58142;
6;2;39;58903;LAST
162;1;2;54883;
319;1;30;77919;
367;2;45;48413;
83;2;20;77783;
293;2;17;77431;
142;2;1;59053;FIRST
339;1;35;49372;
355;1;28;54173;
63;2;16;71853;
143;2;29;72574;
254;2;45;58925;
113;2;36;52743;
664;1;22;55576;
246;2;6;74745;
229;2;50;50239;
58;2;27;48727;
37;1;15;91208;
273;2;12;71535;
E8;2;21;48022;
171;1;11;71069;
211;1;36;76870;
263;1;34;74597;
U3;1;11;56421;
182;2;18;55435;
N113;1;43;52293;
140;1;56;72477;
343;2;4;56005;
N1;1;30;53821;
322;1;32;49503;
70;1;4;54664;
N68;1;72;48571;
237;2;27;73927;
159;2;38;56774;
N28;2;31;59354;
463;1;25;55295;
371;2;23;51066;
617;2;10;48341;
257;1;13;77417;
251;2;20;54893;
366;2;34;75397;
N26;2;35;50961;
452;2;29;59460;
65;2;37;77360;
70;2;38;54966;
97;1;45;91553;LAST
285;1;4;75954;
345;1;40;77919;
63;2;13;91311;
207;2;42;59597;
669;2;18;50641;
266;1;37;49318;
345;2;5;74835;
613;1;36;59577;
46;2;25;72184;
401;2;29;54857;
336;2;37;53017;
W10;1;21;53902;LAST
636;1;7;53691;
291;2;1;58010;FIRST
692;1;27;72126;
603;2;27;73373;
4;1;51;71368;
149;2;29;72616;
281;2;9;55795;
386;2;5;73158;
54;2;5;72223;
119;2;33;57600;
261;1;11;56001;
EL2;1;13;76193;
99;2;23;71518;
150;1;2;77527;
W14;1;38;48126;
297;2;41;50909;
N113;1;48;75086;
N20;1;19;77356;
171;2;43;76218;
305;2;16;57579;
10;1;27;71293;
166;2;47;73237;
34;2;16;73365;
669;2;28;49624;
617;2;7;58276;
288;2;11;55869;
263;2;3;55741;
H14;2;5;72927;
N47;1;6;47546;
W6;2;13;59222;
675;2;6;76058;
650;2;12;56666;
664;2;21;48089;
32;1;13;57676;
49;2;25;49929;
N68;1;93;58945;
485;1;2;47014;
118;2;33;77147;
101;2;9;53185;
179;1;31;57774;
W11;2;8;74874;
46;1;28;58231;
163;2;11;58740;
216;1;21;57033;
208;1;15;54978;
407;2;6;75182;
358;1;63;57410;
71;1;8;76595;
341;1;55;47028;
177;2;21;54243;
303;2;13;51264;
108;1;25;76552;
260;2;36;56446;
658;2;25;59212;
297;1;36;53450;
K2;1;23;71240;
N44;2;74;76870;
464;2;18;59568;
498;1;25;49551;
10;2;2;72026;
345;1;4;74240;
312;2;22;56994;
318;2;13;56465;
N3;2;50;55275;
410;1;22;53757;
358;1;68;76889;
485;2;2;54125;
N64;2;30;75980;
H22;2;24;51700;
161;1;30;71609;
640;2;9;73901;
32;1;1;75347;FIRST
N11;2;2;56153;
468;2;53;56294;
W15;2;29;59518;
403;2;7;54305;
161;1;27;52202;
145;2;7;58993;
N73;1;36;53498;
104;1;16;72811;
N279;1;16;56460;
N11;1;59;76602;
X68;1;27;72073;
139;2;12;91211;
16;1;26;77410;
422;2;45;52982;
670;1;12;76654;
236;1;26;52361;
235;1;29;73093;
162;2;49;54927;
355;2;34;57944;
227;2;29;50876;LAST
375;2;5;51321;
N55;2;16;55459;
463;2;4;56592;
67;1;41;54550;
N7;2;16;73723;
D8;1;20;92025;
367;2;19;74453;
141;1;45;56219;
381;1;28;77322;
36;2;20;56946;
E7;1;24;54028;
419;1;16;50862;
31;2;9;57834;
398;2;29;75224;LAST
131;1;22;48864;
143;2;43;71189;LAST
26;1;14;54250;
291;1;6;53700;
143;2;23;76023;
127;1;43;47564;
N7;1;23;59157;
365;1;30;49501;
297;1;25;71233;
N55;1;26;48204;
383;1;7;58733;
P5;2;28;76609;
320;2;2;77541;
210;1;11;72703;
488;2;3;57562;
N29;2;13;71137;
P4;1;35;58646;
T31;2;10;56569;
681;1;20;58251;
671;2;14;77571;
97;1;44;91352;
616;1;23;71236;
606;2;12;77157;
17;2;4;73195;
136;2;19;75097;
376;2;9;49583;
460;2;9;47114;
N1;1;10;56108;
197;2;33;72243;
286;1;20;71032;
128;1;37;71215;
125;2;29;48716;
20;2;5;71860;
W16;2;12;52660;
363;2;7;76589;
321;2;24;77155;
208;2;42;54902;
313;2;7;71515;
492;1;49;51372;
217;1;15;52172;
N7;2;48;56857;
149;1;18;55408;
286;1;35;72002;
191;2;35;57605;
200;2;34;72368;
243;1;23;50947;
10;1;12;48388;
D7;1;11;73623;
293;1;33;52149;
47;1;38;50766;
113;2;51;71192;LAST
4;2;44;55199;
64;2;13;53195;
N279;1;69;57596;
113;2;6;73188;
3;2;2;53937;
243;2;45;56384;
193;1;16;74956;
73;1;4;77064;
482;2;30;48909;
N2;2;6;54915;
R6;1;19;76030;
121;1;29;75234;
57;1;59;54038;
669;1;37;72697;
T33;2;23;53298;
N26;2;25;73314;
116;2;15;74402;
3;2;5;71021;
230;1;33;59553;
486;2;17;48104;
381;1;49;71427;
158;2;28;55434;
282;2;6;58816;
53;2;11;75987;
X68;1;30;51800;
153;2;21;74855;
612;2;12;53777;
N1;1;79;71284;
25;2;30;75267;
353;2;10;56387;
161;2;42;58719;
N68;2;67;57000;
H18;1;37;73347;
N20;1;36;76710;
58;2;5;53698;
391;2;19;50690;
602;1;25;52830;
170;1;37;51766;
171;2;3;75466;
90;2;25;76938;
125;2;19;54599;
232;2;25;47883;
223;2;16;73810;
345;1;46;74955;
664;2;2;51590;
432;2;27;49050;
254;2;10;48850;
670;2;7;75474;
W12;2;19;77518;
G1;2;28;76699;
N15;1;81;76629;
688;2;9;73244;
200;1;11;52027;
N18;1;34;71445;
220;1;21;47200;
150;2;5;77767;
45;2;25;73688;
X68;1;32;77624;
63;1;35;72008;
N9;1;13;54572;
699;2;25;58985;
197;1;6;49112;
78;2;35;52397;LAST
N253;2;19;53983;
75;2;22;53375;
N47;2;90;74343;
285;2;44;50652;
79;1;29;54816;
297;2;6;55802;
473;1;7;58133;
H32;1;20;73844;
45;2;29;75057;
N15;2;44;77613;
24;2;29;51155;
329;2;9;56693;
465;2;16;56443;
266;1;38;55707;
186;1;10;58824;
116;2;16;47532;
273;1;8;56777;
57;2;55;52311;
468;2;10;52554;
N26;2;19;53290;
54;1;48;53700;
195;1;13;54032;
N22;1;33;58460;
213;1;15;52669;
366;2;46;49365;
55;2;47;77903;
57;2;35;51681;
19;1;29;58785;
N21;2;23;54993;
18;1;23;58964;
287;1;32;73218;
333;1;30;52744;
207;1;40;58499;
313;1;46;71768;LAST
198;1;23;59436;
182;1;23;75618;
14;1;18;48434;
185;1;44;49443;
71;1;3;48880;
52;2;23;74521;
326;1;10;47547;
93;1;22;52851;
295;2;39;76592;
19;1;8;73463;
264;2;32;73173;LAST
31;2;35;73862;
107;2;27;72193;
412;1;19;56296;
54;2;11;55413;
639;2;3;52769;
175;2;12;47635;
E7;1;17;58348;
U1;1;17;49105;
296;2;21;51186;
101;1;32;57032;
696;1;56;47960;LAST
690;1;24;55993;
671;2;34;54914;
333;2;38;73829;
626;2;2;74735;
242;2;31;55060;
N38;2;53;77974;
639;2;9;51591;
N136;1;23;59189;
683;2;10;75203;
53;2;28;73645;
277;1;19;47459;
140;2;45;58683;
R3;1;23;51900;
168;2;3;52506;
35;1;34;71965;
N1;2;66;54005;
127;2;8;57111;
453;2;22;74809;
H91;2;29;51169;
N20;2;37;76146;
H20;1;1;57875;FIRST
33;1;7;72501;
U5;2;20;55575;
354;1;7;49901;
363;1;38;74792;
94;1;14;56951;
57;1;28;50538;
36;1;39;73544;
70;1;45;73864;
199;2;3;50938;
151;2;22;50235;
372;2;12;49002;
139;1;6;47324;
138;2;18;74467;
640;2;14;47999;
N68;2;96;73586;
211;2;5;75260;
123;2;45;47838;
N68;2;12;55755;
476;1;1;77616;FIRST
97;2;34;76404;
N133;1;42;71484;
K4;1;32;51840;
N87;2;68;71692;
363;2;4;54946;
470;2;38;91445;
430;2;32;57836;
216;2;50;49052;
601;1;10;72582;
54;1;10;49728;
135;2;21;72886;
393;1;41;55859;
148;2;13;72013;
N41;2;18;47826;
134;1;1;71568;FIRST
88;1;17;52166;
N91;1;60;72626;
86;2;45;52914;
U10;1;10;72311;
466;1;8;72604;
309;2;5;53718;
492;1;58;72998;
105;2;41;54805;
286;2;36;52982;
167;1;49;58384;
86;2;16;73778;
81;2;35;54359;
642;2;23;54626;
196;1;11;52385;
U10;1;20;56779;
331;1;7;53801;
425;1;23;48171;
180;1;36;57242;
683;1;41;58638;LAST
136;1;46;74240;
403;2;3;73705;
N381;1;27;77322;
W15;2;17;74063;
51;2;31;55558;
285;2;20;75770;
N89;2;85;74184;
696;2;47;58683;
N109;2;18;47779;
14;2;25;54387;
607;1;12;54184;
161;2;48;49430;
415;2;25;54916;
N155;2;50;75345;
44;2;23;54987;
140;1;17;76938;
P4;1;11;59395;
648;2;11;73069;
N38;2;28;49014;
U4;2;22;47196;
339;1;27;47561;
75;2;17;59401;
91;2;30;75746;
234;2;37;48387;
N136;1;44;74633;
647;2;11;53213;
N551;2;33;54110;
621;1;24;50659;
341;2;48;59512;
50;1;5;51335;
126;1;17;73755;
450;2;14;54017;
329;1;27;74928;
482;2;17;48777;
444;1;4;74697;
11;1;26;54289;
59;2;22;50861;
418;2;23;77667;
654;2;7;53384;
467;2;59;52339;
129;2;13;73031;
108;1;32;73011;
72;2;25;52350;
N87;2;69;55564;
470;1;5;73002;
N1;2;65;73163;
N207;1;23;58936;
63;2;19;56108;
82;1;48;53748;
48;2;18;52361;
188;2;16;47181;
95;2;31;54366;
175;2;4;51719;
166;2;25;73083;
464;2;8;49837;
W4;1;10;54431;
B12;2;12;75179;
N31;2;26;52562;
453;2;19;49679;
58;2;35;49675;
64;1;9;75479;
118;1;43;91445;
313;1;25;47705;
111;1;39;51756;
629;1;31;75382;
294;1;2;77995;
393;2;14;73983;
491;2;28;47260;
36;2;27;48030;
330;1;18;49899;
179;1;8;75048;
235;1;35;71089;
205;2;26;71142;
201;1;35;56165;
121;2;45;71996;
221;2;3;71275;
272;1;5;47693;
N137;1;11;75745;
110;2;3;52296;
R5;1;2;54151;
269;1;8;72667;
491;2;26;59097;
196;1;4;53166;
29;1;21;51653;
8;1;31;71271;
W16;1;7;74212;
U7;1;32;50053;
N15;1;15;57270;
208;1;50;74355;
290;2;2;54490;
198;2;6;55416;
50;2;27;55646;
N98;1;23;49502;
290;1;32;53326;
300;1;3;73928;
298;2;8;59584;
H12;1;11;56282;
393;2;46;58108;
134;2;46;71366;
674;1;19;72981;
44;1;26;51459;
277;2;11;48696;
160;1;35;53055;
329;2;1;56013;FIRST
462;1;15;52825;
333;2;34;59485;
626;1;12;47337;
R2;2;19;58775;
228;1;3;51784;
N133;1;14;76247;
364;1;30;74406;
N1;1;5;55244;
23;2;6;49762;
K3;1;39;52867;
121;1;54;74928;
613;1;31;54214;
357;2;18;71805;
78;2;31;91455;
246;1;7;75354;
150;2;31;54398;
W3;1;2;47150;
487;2;8;56579;
213;1;6;48368;
157;2;16;49008;
626;1;44;77924;
488;1;37;57136;LAST
122;1;17;53670;
191;2;27;75382;
H13;2;35;76400;
220;1;38;53956;
130;1;1;55632;FIRST
264;1;38;48141;LAST
488;2;11;91519;
410;2;41;72204;
106;2;25;71170;
257;2;22;50658;
322;2;32;53448;
E8;2;9;57117;
W12;2;20;51007;
229;2;43;47553;
210;2;29;72607;
452;2;9;58239;
5;1;47;73471;
179;1;43;54398;
N205;1;14;53509;
247;1;27;76441;
N63;2;28;58138;
201;1;16;47685;
651;2;23;58623;
625;2;32;75698;
39;2;7;73880;
139;2;8;74682;
51;2;19;51441;
220;2;12;55335;
688;1;16;72558;
D3;2;42;75897;
37;1;49;58027;
N279;1;48;55667;
153;1;17;58310;
220;1;29;91339;
652;1;35;50458;
256;2;30;73341;
150;2;15;75001;
N137;1;26;72345;
238;2;18;47537;
323;2;12;51157;
99;1;46;72044;
148;2;28;57552;
199;2;35;58011;
181;2;31;57599;
N133;2;20;76061;
388;1;25;72432;
490;2;8;50109;
606;2;13;50720;
611;2;14;59535;
X68;2;15;75154;
283;2;10;50862;
N64;2;15;59120;
176;1;7;53401;
87;1;20;72637;
669;2;25;50587;
30;1;20;71076;
N343;1;45;48207;
K2;1;30;75123;
K4;2;26;50516;
2;1;25;58511;
N86;1;55;50770;
S4;2;3;52193;
265;2;39;58460;
N47;2;95;77565;
N136;1;82;74058;
674;2;26;73190;
92;1;20;77873;
699;2;10;47770;
488;2;23;71646;
72;1;23;73760;
130;1;23;49917;
162;1;13;74467;
216;1;46;76116;
17;2;33;56073;
499;2;13;75612;
N26;2;18;59324;
N155;1;45;48161;
120;1;25;73394;
27;1;46;72497;
N113;1;19;54813;
254;1;15;56692;
687;1;10;54779;
296;1;26;58614;
386;1;41;77102;
134;1;30;74870;
N38;2;39;74507;
W5;2;6;77738;
H19;1;17;58053;
300;1;12;53252;
177;1;32;49605;
9;1;19;75228;
65;2;16;51017;
165;1;51;73218;
29;2;42;58804;
696;2;19;77703;
370;1;5;72405;
263;1;13;56073;
B11;1;4;55603;
N137;1;9;53198;
375;2;19;48309;
89;2;14;50280;
92;1;36;50424;
122;2;7;55513;
370;2;16;48614;
396;2;8;51754;
158;1;42;55602;
358;2;18;59263;
N3;2;75;71809;
388;1;23;49190;
P12;2;43;71464;
85;2;17;53574;
K1;2;6;73078;
406;1;9;73848;
18;1;36;59346;
347;1;44;47986;LAST
660;2;23;48174;
102;1;1;52401;FIRST
460;2;33;74803;
602;2;35;54857;
291;1;12;51588;
690;2;11;71108;
123;2;17;49059;
215;1;27;76988;
272;2;12;47081;
195;2;40;52104;
104;2;19;56469;
P13;2;39;47660;
137;2;6;92004;
N1;1;2;54468;
969;1;4;55533;
E5;2;8;58453;
N171;1;58;71234;
281;2;41;54469;
220;2;23;57009;
674;1;29;49501;LAST
696;2;3;75483;
99;1;6;56482;
W9;1;5;71729;
H25;2;38;57889;LAST
112;2;3;51268;
367;1;19;52509;
104;1;27;72176;
415;1;11;51628;
196;2;13;48200;
671;1;13;53439;
14;1;20;48050;
B15;2;7;59575;
254;2;13;59534;
147;1;15;71734;
R3;2;29;53608;
491;1;4;91266;
147;2;9;58956;
213;1;4;55174;
202;1;22;47769;
319;2;22;72462;
200;2;24;58069;
360;2;14;56313;
692;1;8;54897;
70;2;35;77786;
N21;2;71;72450;
N89;2;21;50280;
89;1;55;48501;
254;2;28;91619;
401;1;13;74427;
127;2;43;48698;
403;1;13;56488;
157;1;15;55534;
670;1;2;57384;
188;2;29;49533;
243;1;30;51563;
499;1;13;53711;
127;2;23;57580;
242;1;2;56722;
463;2;14;56267;
U3;2;35;57095;
N279;1;6;72934;
166;1;27;49461;
250;1;2;71414;
N5;1;54;50692;
455;1;7;72620;
K3;1;17;53232;
267;2;13;58357;
N74;1;21;77706;
383;1;17;49110;
91;2;28;73658;
187;2;32;73392;
E3;1;40;58562;
653;1;35;58588;
263;2;41;76163;
276;2;23;51308;
679;2;35;50290;
425;2;23;48439;
232;2;6;48609;
57;1;18;52987;
245;1;40;74196;
N9;2;60;47394;
160;2;31;47147;
679;1;32;52354;
259;2;10;76785;
A10;1;2;74373;
52;2;25;76802;
89;2;5;75645;
300;1;13;74771;
490;2;35;54392;
N5;1;9;48627;
347;2;5;74335;
C11;1;30;76923;
N98;1;12;57574;
462;1;7;52370;
86;2;29;51400;
418;2;15;72744;
145;2;24;57292;
673;1;3;75759;
287;1;12;48820;
N20;2;69;73975;
350;1;2;57303;
626;2;37;76023;
W14;2;24;51534;
324;1;20;58633;
30;2;23;76733;
664;1;7;47091;
634;2;13;76527;
387;2;34;52140;
205;1;27;53485;
61;2;13;74713;
650;1;11;52953;
N253;1;3;71357;
203;2;11;58690;
654;2;28;57904;
385;2;14;48441;
385;2;17;49017;LAST
EL2;2;23;59028;
212;2;26;53258;
664;1;26;73467;
N5;1;28;76507;
156;1;15;48295;
358;1;57;73117;
30;2;21;47466;
271;1;22;52521;
444;2;23;55012;
160;2;37;74852;
N7;2;61;58453;
N47;1;51;72918;
675;1;8;74200;
660;2;16;77034;
H13;2;36;76538;
213;1;12;49450;
93;2;34;54233;
U3;2;19;58570;
166;1;30;71054;
183;2;52;50657;
329;2;11;71522;
183;2;7;56746;
277;1;16;48586;
N87;1;47;59476;
427;2;22;57093;
H25;1;30;50153;
463;2;47;52084;LAST
353;2;28;73283;
N7;2;44;56031;
108;2;27;58196;
153;2;13;76118;
646;1;3;54133;
324;2;10;55691;
123;1;52;75432;
N19;2;54;54538;
81;2;44;76823;
N55;1;38;50021;
211;2;7;73241;
375;1;2;75612;
699;2;11;49552;
N171;2;38;47567;
472;1;36;57390;
44;2;31;52762;
246;1;45;51962;
286;2;8;77418;
469;1;10;58470;
381;2;35;51732;
498;2;3;55043;
265;2;23;49847;
95;2;28;51275;
N63;1;48;50476;
145;2;52;58516;
352;1;30;47071;
612;2;27;74136;
76;1;3;57427;
266;2;8;75002;
R11;2;23;57104;
168;2;5;49564;
34;2;6;71805;
158;1;9;54482;
269;2;26;77193;
K4;2;2;52339;
292;2;20;56948;
384;2;11;48387;
648;2;18;73487;
71;1;17;53447;
C2;1;15;51242;
U9;1;5;58148;
41;2;15;57601;
33;1;1;72209;FIRST
N55;2;60;73342;
25;1;30;75998;
467;1;7;56273;
339;1;3;77916;
208;2;40;51922;
145;1;51;76716;
498;1;22;51652;
200;1;22;72170;
49;2;6;77549;
211;1;31;55571;
411;2;17;58452;LAST
N98;2;20;54493;
230;1;20;52556;
T33;1;19;75112;
313;1;37;51794;
267;2;43;71308;
N21;2;16;50207;
N5;2;37;77247;
144;1;18;47653;
357;1;21;76988;
N41;1;8;52881;
N86;2;61;57758;
455;1;28;58324;
N29;2;38;77336;
386;2;15;77832;
638;2;31;72995;
261;1;6;71735;
73;2;3;47063;
692;1;17;56096;
C11;1;25;53135;
189;2;26;74933;
36;1;26;75385;
N7;1;53;49331;
N2;1;36;74388;
282;1;26;73602;
35;1;36;57749;
341;1;42;56662;
167;2;44;59321;
612;2;13;51079;
484;2;37;56549;
N171;1;11;75797;
405;1;36;53733;
629;2;25;54829;
357;2;4;51007;
E5;1;16;55750;
W14;2;25;77499;
19;1;28;54601;
314;1;13;47404;
281;1;32;48336;
N18;2;19;54273;
H20;2;10;73324;
N1;1;33;74739;
365;2;19;50837;
425;1;21;48065;
N207;2;60;75928;
486;1;1;48678;FIRST
42;2;25;71377;
646;2;38;75297;
180;2;19;52015;
669;1;42;71328;
107;1;17;50515;
N551;2;20;51484;
293;1;34;48883;
632;1;21;51972;
243;1;38;56858;
H13;1;32;77981;
95;1;22;77249;
969;2;10;55951;
N1;1;37;58132;
5;2;4;48308;
236;2;8;75256;
N68;2;39;54291;
208;1;20;57112;
266;1;21;72780;
355;2;13;75485;
251;1;13;72541;
136;2;9;57402;
196;2;39;73391;
174;2;1;59441;FIRST
660;1;9;53355;
128;2;48;51285;
K3;2;14;75867;
N133;1;40;74224;
U9;1;18;77168;
N26;2;68;49190;
N73;2;14;55143;
182;1;48;50854;
215;1;9;47803;
115;1;8;73121;
372;1;25;58014;
117;1;40;50923;
154;1;43;50550;
393;2;47;58729;
N86;2;2;77200;
279;1;2;49735;
169;2;32;49685;
57;2;21;54996;
H26;1;5;71600;
240;2;21;49083;
134;1;35;54960;
N22;2;49;77353;
R11;1;28;73786;
263;2;15;72315;
60;1;37;54668;
122;1;33;56895;
143;2;6;76789;
476;2;41;57201;
60;2;2;49292;
N205;1;20;59293;
607;2;2;58032;
634;1;27;73908;
N86;1;69;56602;
N136;2;56;49344;
51;1;16;76050;
391;2;13;49612;
386;2;39;56480;
340;1;27;54146;LAST
15;2;27;54895;
54;2;42;72656;
R8;1;2;54151;
318;2;23;51574;
N41;1;35;54258;
N253;2;47;74310;
414;2;6;58848;
180;2;31;52835;
313;1;7;56503;
292;2;43;77243;LAST
652;1;1;54670;FIRST
34;1;12;58074;
222;1;7;76391;
634;2;24;72023;
472;1;8;47268;
N26;2;48;47684;
H10;1;12;72092;
678;2;11;52068;
330;2;15;58082;
485;2;8;77563;
102;1;38;77770;
124;1;42;53085;
U1;1;12;75518;
641;2;7;56055;
58;2;11;72083;
484;2;10;47319;
432;2;4;47183;
167;1;32;51871;
381;1;50;57885;
221;2;4;53121;
603;2;3;54745;
N98;1;26;58841;
55;1;36;76087;
57;1;53;52973;
N47;1;31;53149;
100;1;13;73989;
9;1;9;49574;
W16;1;12;58811;
N1;2;20;71780;
N41;1;46;52154;
43;1;35;77150;
455;2;16;71442;
N7;1;73;72798;LAST
206;1;3;55027;
230;2;2;54309;
678;2;29;75215;
358;2;1;55404;FIRST
142;2;37;59128;
B15;1;30;73437;
290;2;41;54201;
276;2;12;77214;
28;2;12;77689;
13;1;34;49692;
130;1;42;91504;
W15;1;14;57770;
87;2;7;51155;
321;2;20;52190;
R70;1;8;55021;
W15;1;18;73028;
T32;2;2;77089;
N279;2;18;52426;
46;1;38;76894;
N381;1;29;50240;
669;2;19;77704;
256;1;10;51792;
107;2;18;59322;
423;1;24;47440;
687;1;23;47665;LAST
126;1;25;76777;
158;2;25;50920;
N279;1;37;57427;
167;2;25;76140;
635;1;8;77481;
653;2;2;71562;
86;2;32;50934;
72;2;7;74578;
357;2;9;55884;
N11;2;1;72810;FIRST
297;2;10;49867;
N279;2;47;56935;
339;1;16;91248;
53;2;43;56960;
130;1;15;52993;
7;1;28;55052;
260;1;6;48034;
653;2;23;57021;
328;2;25;77920;
68;2;18;74579;
10;1;17;52248;
67;1;8;76153;
R68;1;6;54727;
482;2;29;76290;
6;2;10;58410;
W19;1;22;71197;
121;2;35;75382;
97;1;24;74363;
275;2;2;59002;
119;1;44;76719;
612;1;7;71580;
202;1;13;75121;
138;2;17;75420;
N26;2;26;76988;
343;1;10;74494;
63;2;31;56502;
2;2;40;76160;
358;1;77;55433;
370;2;49;51181;LAST
N2;1;25;73875;
356;2;28;59390;
7;1;21;57053;
247;1;18;76204;
N343;1;25;49725;
